realtor,Ons actuele woningaanbod.huurwoningen aangeboden,Ons actuele woningaanbod.koopwoningen aangeboden,Transacties van de laatste 12 maanden.woningen aangehuurd,Transacties van de laatste 12 maanden.woningen aangekocht,Transacties van de laatste 12 maanden.woningen aangekocht of aangehuurd,Transacties van de laatste 12 maanden.woningen verkocht,Transacties van de laatste 12 maanden.woningen verkocht of verhuurd,house
/makelaars/groningen/9256-makelaardij-teun-bosma/,1.0,15.0,,7.0,,20.0,,/koop/verkocht/groningen/appartement-49862527-waldeck-pyrmontstraat-12-b/
/makelaars/beverwijk/12253-yvonne-gras-makelaardij-bv/,0.0,2.0,,,,,,/koop/verkocht/beverwijk/huis-49083326-kerkbollenveld-61/
/makelaars/harmelen/62417-slob-makelaardij/,,,,,,,,/koop/verkocht/woerden/huis-85405414-franz-kafkaweg-11/
/makelaars/oosterwolde/60014-makelaardij-sake-bijlsma/,,,,,,,,/koop/verkocht/appelscha/huis-85320902-vaart-zz-79-a/
/makelaars/zwolle/22137-van-beek-makelaardij/,5.0,18.0,,,0.0,,12.0,/koop/verkocht/zwolle/huis-48327720-oude-wetering-23/
/makelaars/utrecht/63080-stadsdaemes-og/,,,,,,,,/koop/verkocht/utrecht/appartement-85487476-oldambt-29/
/makelaars/prinsenbeek/62606-schots-makelaardij/,,,,,,,,/koop/verkocht/den-bosch/appartement-84417492-senecalaan-85/
/makelaars/utrecht/63174-quest-vastgoed-bv/,,,,,,,,/koop/verkocht/utrecht/appartement-85478063-joseph-haydnlaan-46-1/
/makelaars/deurningen/60622-landelijk-wonennl-deurningen/,,,,,,,,/koop/verkocht/de-lutte/huis-85453128-bavelsweg-2/
/makelaars/ijsselstein/63247-makelaardij-ijsselstein/,,,,,,,,/koop/verkocht/ijsselstein/huis-85423055-wulverhorst-15/
/makelaars/huizen/6350-metcarien-nvm-makelaarskantoor/,1.0,3.0,,,,,,/koop/verkocht/bussum/huis-49903922-willemslaan-19/
/makelaars/heemstede/62365-mie-lan-kok-estate-agency/,,,,,,,,/koop/verkocht/zaandam/huis-85358601-bloemgracht-69/
/makelaars/nagele/26055-makelaardij-schokland/,0.0,11.0,,,0.0,7.0,,/koop/verkocht/nagele/huis-48352845-vlashof-7/
/makelaars/amersfoort/108-signatuur/,0.0,0.0,,1.0,,10.0,,/koop/verkocht/amersfoort/huis-49839745-bonairelaan-38/
/makelaars/amsterdam/62835-amstelland-makelaars-bv/,,,,,,,,/koop/verkocht/amsterdam/appartement-85426683-granidastraat-78-i/
/makelaars/dieren/2261-mohltivastgoed/,0.0,0.0,,,,,,/koop/verkocht/hoorn-nh/huis-49096702-smaragd-55/
/makelaars/rotterdam/63125-vrije-makelaars/,,,,,,,,/koop/verkocht/vlaardingen/appartement-85293057-boerhaavestraat-133/
/makelaars/amsterdam/62885-lokatio-bv/,,,,,,,,/koop/verkocht/amsterdam/appartement-85482848-lombokstraat-8/
/makelaars/alkmaar/12069-gerard-vel-makelaardij-oz/,0.0,4.0,,3.0,,,24.0,/koop/verkocht/alkmaar/appartement-49873995-emmastraat-122/
/makelaars/amsterdam/24124-galman-en-versteeg-makelaars-og/,3.0,4.0,,3.0,,,10.0,/koop/verkocht/zaandam/huis-49065162-botenmakersstraat-101/
/makelaars/terheijden/62593-reimus-makelaardij-en-hypotheken/,,,,,,,,/koop/verkocht/terheijden/huis-85424818-raadhuisstraat-79/
/makelaars/almere/26079-jouw-buurtmakelaar-in-nobelhorst/,0.0,47.0,,,0.0,110.0,,/koop/verkocht/almere/huis-49905374-nobelhorst-de-boswachterij-bouwnr-38/
/makelaars/zoutelande/60317-adriaanse-makelaar-taxateur-oz/,,,,,,,,/koop/verkocht/vlissingen/huis-85196431-badhuisstraat-172/
/makelaars/den-haag/62470-rick-real-estate-makelaardij/,,,,,,,,/koop/verkocht/den-haag/appartement-84470397-rhododendronstraat-123/
/makelaars/vlaardingen/15321-bouman-makelaardij/,0.0,16.0,,5.0,,15.0,,/koop/verkocht/vlaardingen/huis-49928711-jonkvrouw-van-naaldwijklaan-18/
/makelaars/roosendaal/60860-peter-rijsdijk-makelaardij/,,,,,,,,/koop/verkocht/roosendaal/huis-85387142-keijenburg-21/
/makelaars/sint-michielsgestel/60808-tom-s-housevision/,,,,,,,,/koop/verkocht/sint-michielsgestel/huis-85450167-rozemarijnlaan-34/
/makelaars/maarssen/17444-leidsche-rijn-makelaars/,0.0,13.0,,,0.0,18.0,,/koop/verkocht/maarssen/huis-49041174-binnenweg-45/
/makelaars/amsterdam/62059-c-en-n-group/,,,,,,,,/koop/verkocht/amsterdam/appartement-85470011-javastraat-161-b/
/makelaars/zwolle/60756-gerard-van-schepen/,,,,,,,,/koop/verkocht/zwolle/huis-85450137-heemskerckstraat-60/
/makelaars/den-haag/8331-heule-makelaars/,1.0,12.0,,1.0,,,52.0,/koop/verkocht/den-haag/appartement-49844740-lutherse-burgwal-40/
/makelaars/stadskanaal/9175-van-der-veen-assurantien-en-makelaardij-og/,0.0,2.0,,5.0,,4.0,,/koop/verkocht/stadskanaal/huis-49072244-de-stobben-4/
/makelaars/dordrecht/15262-merwelanden-makelaardij/,3.0,7.0,,1.0,,,22.0,/koop/verkocht/dordrecht/huis-49901071-vondelstraat-12/
/makelaars/losser/16191-freddie-bolink-makelaars/,0.0,12.0,,,0.0,,8.0,/koop/verkocht/losser/huis-49082909-neercasselstraat-60/
/makelaars/vries/4063-numanhof/,0.0,24.0,,3.0,,,29.0,/koop/verkocht/vries/huis-47354843-boermarke-49/
/makelaars/sint-michielsgestel/11120-hoefnagel-makelaardij/,0.0,12.0,,1.0,,,22.0,/koop/verkocht/sint-michielsgestel/huis-49061861-mgrhermuslaan-2/
/makelaars/kerkdriel/11230-havermans-makelaardij-oz/,2.0,66.0,,2.0,,,65.0,/koop/verkocht/hedel/huis-49787746-uithovensestraat-17/
/makelaars/voorburg/8647-gaaff-wonen-makelaardij/,0.0,22.0,,3.0,,16.0,,/koop/verkocht/den-haag/appartement-49946343-fultonstraat-122/
/makelaars/deurne/14336-riant-wonen/,0.0,16.0,,,0.0,4.0,,/koop/verkocht/deurne/huis-49081543-randweg-14/
/makelaars/leersum/17214-meer-makelaar-leersum/,1.0,46.0,,2.0,,,25.0,/koop/verkocht/leersum/huis-49877496-op-den-berg-6/
/makelaars/den-haag/62497-schippers-makelaardij/,,,,,,,,/koop/verkocht/den-haag/appartement-85333381-kornoeljestraat-2/
/makelaars/eindhoven/14032-pennings-makelaars-bv/,0.0,0.0,,4.0,,8.0,,/koop/verkocht/eindhoven/huis-49081311-roostenlaan-68/
/makelaars/delft/8007-bayense-makelaars/,0.0,6.0,,7.0,,,21.0,/koop/verkocht/delft/appartement-49415921-roland-holstlaan-961/
/makelaars/deventer/3064-lankamp-makelaars/,0.0,18.0,,,0.0,19.0,,/koop/verkocht/deventer/huis-49873705-sh-de-roosstraat-2/
/makelaars/nijmegen/13102-ans-mol-makelaardij/,1.0,187.0,,10.0,,,90.0,/koop/verkocht/nijmegen/huis-49066688-heeskesacker-1439/
/makelaars/venlo/62150-makelaardij-van-rijn-volbar-bv/,,,,,,,,/koop/verkocht/venlo/appartement-85415855-wilhelminapark-6-b/
/makelaars/amsterdam/24149-vch-haije/,2.0,3.0,,4.0,,,28.0,/koop/verkocht/amsterdam/appartement-49019944-professor-jh-gunningstraat-51/
/makelaars/breda/19292-lambregts-makelaardij/,1.0,1.0,,3.0,,,19.0,/koop/verkocht/breda/huis-48769206-rithsestraat-6/
/makelaars/sprundel/60764-lodewijks-van-ginneken-makelaardij-bv/,,,,,,,,/koop/verkocht/oudenbosch/huis-85326139-zoutlaan-82/
/makelaars/amsterdam/24739-sos-makelaars-certified-expat-broker/,1.0,2.0,,30.0,,,71.0,/koop/verkocht/amsterdam/appartement-49059876-hoofdweg-322-b/
/makelaars/grou/5200-makelaardij-mid-fryslan/,0.0,68.0,,1.0,,40.0,,/koop/verkocht/reduzum/huis-48947666-suderom-3/
/makelaars/drunen/11142-bart-gerbranda-makelaardij/,0.0,8.0,,1.0,,15.0,,/koop/verkocht/drunen/huis-48880843-keniaring-20/
/makelaars/haaksbergen/16070-witbreuk-makelaardij/,0.0,9.0,,,0.0,5.0,,/koop/verkocht/haaksbergen/huis-49639620-gentiaan-61/
/makelaars/almere/26056-huisidee-makelaardij/,0.0,3.0,,2.0,,37.0,,/koop/verkocht/almere/huis-49907841-charles-wilsonstraat-9/
/makelaars/utrecht/17240-terberg-makelaars/,0.0,0.0,,6.0,,14.0,,/koop/verkocht/utrecht/huis-49936124-adriaen-beyerkade-26/
/makelaars/den-haag/8684-makelaars-korporaal-en-bertels-mauritskade-bv/,0.0,2.0,,,,,,/koop/verkocht/den-haag/appartement-49705679-barentszstraat-1-n/
/makelaars/amsterdam/63172-de-oude-stad-makelaardij/,,,,,,,,/koop/verkocht/amsterdam/appartement-85445792-marcantilaan-404/
/makelaars/odijk/17416-breeschoten-en-vernooij-bv/,0.0,8.0,,3.0,,,18.0,/koop/verkocht/schalkwijk/huis-48003462-overeind-51/
/makelaars/rotterdam/63077-buddies-real-estate-rotterdam/,,,,,,,,/koop/verkocht/rotterdam/huis-85359364-koninginneweg-279/
/makelaars/den-helder/12279-pieters-nvm-makelaars/,0.0,41.0,,2.0,,25.0,,/koop/verkocht/julianadorp/huis-49739488-doorzwin-2617/
/makelaars/baarn/62765-kosmeier-projectbegeleiding-en-makelaars/,,,,,,,,/koop/verkocht/hilversum/huis-85409753-torenlaan-29/
/makelaars/renswoude/18181-de-plaatselijke-makelaar/,0.0,12.0,,1.0,,20.0,,/koop/verkocht/amersfoort/huis-49093672-rietvelderf-12/
/makelaars/eindhoven/14327-era-vb-en-t-nieuwbouwmakelaars/,0.0,45.0,,,,,,/koop/verkocht/helmond/huis-49907584-schrijvershoeve-6-bouwnr-6/
/makelaars/utrecht/62643-winvest-onroerend-goed/,,,,,,,,/koop/verkocht/utrecht/appartement-85462202-spinozaweg-68-bis/
/makelaars/alkmaar/62932-072wonen/,,,,,,,,/koop/verkocht/heerhugowaard/huis-85340197-aagje-dekentuin-27/
/makelaars/amsterdam/24791-raadsheer-baart/,0.0,1.0,,4.0,,,13.0,/koop/verkocht/amsterdam/appartement-49079125-bilderdijkstraat-56-f/
/makelaars/wijnandsrade/62950-senz-makelaardij/,,,,,,,,/koop/verkocht/nuth/huis-85893499-schmeddingstraat-13/
/makelaars/joure/60278-hettema-wonen-op-water/,,,,,,,,/koop/verkocht/kamperveen/huis-85270702-de-zande-2-b/
/makelaars/kruiningen/20081-rijk-taxateurs-adviseurs-rentmeesters/,0.0,2.0,,,,,,/koop/verkocht/yerseke/huis-49014956-molendijk-2/
/makelaars/nijmegen/60734-stonevest-makelaardij/,,,,,,,,/koop/verkocht/nijmegen/huis-85154207-groesbeekseweg-125/
/makelaars/brielle/15502-makelaarbenjezelf/,0.0,6.0,,,0.0,3.0,,/koop/verkocht/brielle/huis-49034851-heemraad-59/
/makelaars/gorredijk/5255-makelaardij-gorredijk-annelies-atsma/,0.0,17.0,,9.0,,31.0,,/koop/verkocht/gorredijk/huis-49016620-easterein-19/
/makelaars/nuland/65007-den-bossche-makelaar/,,,,,,,,/koop/verkocht/den-bosch/appartement-85308282-sweelinckplein-81/
/makelaars/vlaardingen/62483-gw-makelaars/,,,,,,,,/koop/verkocht/schiedam/appartement-85385591-kruithuis-2/
/makelaars/oudebildtzijl/60357-toering-makelaardij/,,,,,,,,/koop/verkocht/oudebildtzijl/huis-85280721-oudebildtdijk-84/
/makelaars/velden/60784-renee-van-der-linden-makelaardij-en-taxaties/,,,,,,,,/koop/verkocht/horst/appartement-85922154-patronaat-29/
/makelaars/hellevoetsluis/15443-goeman-makelaars-en-taxateurs/,0.0,10.0,,1.0,,9.0,,/koop/verkocht/hellevoetsluis/huis-48571696-moriaanseweg-west-135/
/makelaars/hattem/22026-bakels-makelaars-en-assurantiekantoor/,0.0,4.0,,2.0,,,8.0,/koop/verkocht/hattem/huis-49569073-burg-van-heemstralaan-20/
/makelaars/holten/60360-hofrijck-rentmeesters/,,,,,,,,/koop/verkocht/enter/huis-84498252-jagersweg-9-b/
/makelaars/enschede/60602-makelaars-diensten-twente/,,,,,,,,/koop/verkocht/enschede/huis-85356743-van-mislostraat-24/
/makelaars/almere/26053-de-interim-makelaar/,0.0,11.0,,5.0,,17.0,,/koop/verkocht/almere/huis-49833422-gustaaf-gelderstraat-35/
/makelaars/heerlen/60782-rob-hol-vastgoedadvies/,,,,,,,,/koop/verkocht/beek-lb/huis-85002229-fattenbergstraat-11/
/makelaars/hoogerheide/60148-geers-makelaardij-en-taxatiebureau-bv/,,,,,,,,/koop/verkocht/hoogerheide/huis-85433771-binnenweg-2-c/
/makelaars/baak/62243-streek-makelaars/,,,,,,,,/koop/verkocht/ede/huis-85004045-warande-7/
/makelaars/helmond/14287-van-ree-makelaardij-og/,0.0,0.0,,1.0,,,7.0,/koop/verkocht/valkenswaard/huis-49741323-luikerweg-83/
/makelaars/groningen/9264-makelaardij-veldhuis/,0.0,7.0,,5.0,,18.0,,/koop/verkocht/groningen/huis-49573915-industriestraat-47/
/makelaars/zaandijk/24535-snepvangers-makelaardij/,0.0,2.0,,,0.0,1.0,,/koop/verkocht/zaandijk/huis-47311770-oud-heinstraat-15/
/makelaars/maastricht/60405-houben-makelaardij/,,,,,,,,/koop/verkocht/maastricht/huis-85356538-kapelaanstraat-66/
/makelaars/utrecht/17446-makelaardij-huf/,0.0,2.0,,7.0,,5.0,,/koop/verkocht/utrecht/appartement-49073250-nieuwe-keizersgracht-40/
/makelaars/amstelveen/62405-verschuur-makelaardij/,,,,,,,,/koop/verkocht/amsterdam/appartement-85441425-chet-bakerstraat-205/
/makelaars/nieuwleusen/60870-jess-makelaardij/,,,,,,,,/koop/verkocht/nieuwleusen/huis-85464732-stekelbaars-26/
/makelaars/breda/19269-bastijan-makelaardij/,0.0,9.0,,2.0,,8.0,,/koop/verkocht/breda/huis-49729097-madame-curieplein-9/
/makelaars/laren-nh/6047-ja-de-mulder-makelaars-en-assurantiekantoor-og-vof/,1.0,2.0,,4.0,,,9.0,/koop/verkocht/naarden/huis-49713407-alexanderlaan-11/
/makelaars/den-haag/8202-van-eijk-makelaardij/,7.0,11.0,,,21.0,,49.0,/koop/verkocht/wassenaar/huis-49058923-groot-hoefijzerlaan-59/
/makelaars/roermond/21175-briaire-makelaardij/,0.0,5.0,,,0.0,,14.0,/koop/verkocht/roermond/huis-49939919-venloseweg-61/
/makelaars/beek-en-donk/14331-statig-wonen-makelaars-en-taxateurs-bv/,0.0,35.0,,,0.0,10.0,,/koop/verkocht/eindhoven/huis-49782482-diamantring-55/
/makelaars/roosendaal/60097-van-der-linden-makelaardij/,,,,,,,,/koop/verkocht/bergen-op-zoom/huis-85379191-oude-huijbergsebaan-292/
/makelaars/erp/62591-willems-taxaties-og/,,,,,,,,/koop/verkocht/sint-oedenrode/huis-85313488-graaf-arnulfstraat-16/
/makelaars/zeist/17403-style-makelaars-og/,0.0,1.0,,2.0,,,4.0,/koop/verkocht/zeist/huis-49059184-burgemeester-patijnlaan-48/
/makelaars/maassluis/62081-edward-peeters-makelaardij/,,,,,,,,/koop/verkocht/maassluis/appartement-85901855-de-schans-17/
/makelaars/bussum/6337-have-a-nice-home/,0.0,3.0,,5.0,,,13.0,/koop/verkocht/almere/huis-49918079-gt-rietveldstraat-92/
/makelaars/panningen/60640-foppe-ten-broek-makelaardij/,,,,,,,,/koop/verkocht/panningen/huis-85143592-schout-saelberngenplantsoen-17/
/makelaars/eindhoven/14262-mvn-makelaardij-z-o-brabant/,1.0,5.0,,,0.0,,15.0,/koop/verkocht/geldrop/huis-49600867-de-doelen-11/
/makelaars/rotterdam/63180-turnkey-makelaars/,,,,,,,,/koop/verkocht/capelle-aan-den-ijssel/appartement-85424194-buizerdhof-113/
/makelaars/eindhoven/62584-ma-com-stad-en-regio-makelaars/,,,,,,,,/koop/verkocht/eindhoven/huis-85421416-eckartseweg-zuid-346/
/makelaars/wateringen/62869-mamaison-makelaars/,,,,,,,,/koop/verkocht/wateringen/huis-85479651-van-de-kerckhovestraat-19/
/makelaars/leiden/62872-tweelwonen/,,,,,,,,/koop/verkocht/leiden/huis-85448496-morsweg-5-5a/
/makelaars/amersfoort/129-mvgm-bedrijfshuisvesting/,0.0,6.0,,,0.0,2.0,,/koop/verkocht/amsterdam/appartement-49096833-admiraal-de-ruijterweg-373-ii/
/makelaars/rotterdam/8640-sbf-makelaardij/,0.0,0.0,,10.0,,9.0,,/koop/verkocht/rotterdam/appartement-49809665-talmastraat-107-c/
/makelaars/urk/60074-hoekstra-makelaardij-bv/,,,,,,,,/koop/verkocht/tollebeek/huis-85396881-de-horst-7/
/makelaars/wijk-bij-duurstede/17432-carole-van-den-bogerd-makelaar-taxateur-og/,0.0,1.0,,,,,,/koop/verkocht/wijk-bij-duurstede/huis-49079598-karolingersweg-163/
/makelaars/hooglanderveen/180-helderinhuizennl/,0.0,4.0,,,4.0,18.0,,/koop/verkocht/amersfoort/huis-49061054-straat-van-corsica-183/
/makelaars/rijswijk/60270-driehoek-makelaardij/,,,,,,,,/koop/verkocht/berkel-en-rodenrijs/huis-85398313-krugerlaan-18/
/makelaars/ophemert/62033-verburg-f-vastgoed-bv/,,,,,,,,/koop/verkocht/ophemert/huis-85418215-akkersestraat-24/
/makelaars/blaricum/6291-madeline-lindeman-makelaardij-og/,0.0,5.0,,5.0,,5.0,,/koop/verkocht/laren-nh/huis-49687707-sint-janstraat-20/
/makelaars/bodegraven/25119-zelfmakelaar-plus/,0.0,8.0,,,0.0,8.0,,/koop/verkocht/nieuw-vennep/huis-49086144-vledderveld-1/
/makelaars/bergen-l/60090-makelaardij-van-summeren-oz/,,,,,,,,/koop/verkocht/siebengewald/huis-84175382-boterdijk-48/
/makelaars/amsterdam/24771-uw-makelaar-in-og/,1.0,2.0,,5.0,,,15.0,/koop/verkocht/amsterdam/appartement-49064416-aalbersestraat-226/
/makelaars/drachten/5026-makelaardij-van-der-sluis/,2.0,15.0,,3.0,,11.0,,/koop/verkocht/drachten/huis-49955745-kleinzand-7/
/makelaars/klimmen/21134-parkstad-vastgoed/,0.0,22.0,,,0.0,18.0,,/koop/verkocht/landgraaf/appartement-49936129-hoofdstraat-69-l/
/makelaars/klazienaveen/62186-duijndam-makelaardij/,,,,,,,,/koop/verkocht/barger-compascuum/huis-85306124-jan-berendstraat-4/
/makelaars/enter/60818-marian-peters-makelaardij/,,,,,,,,/koop/verkocht/enter/huis-85362241-ypeloweg-5/
/makelaars/haarlem/10324-hertog-makelaars/,0.0,3.0,,2.0,,4.0,,/koop/verkocht/haarlem/appartement-49018248-marsmanplein-132/
/makelaars/putten/60736-goorhuis-makelaardij/,,,,,,,,/koop/verkocht/putten/huis-85439222-p-c-hooftstraat-51/
/makelaars/nigtevecht/63229-lengers-housing/,,,,,,,,/koop/verkocht/amsterdam/appartement-85442759-kromme-leimuidenstraat-7-i/
/makelaars/breda/62130-cantrijn-makelaardij/,,,,,,,,/koop/verkocht/breda/huis-85303889-zonnebloemstraat-30/
/makelaars/vrouwenpolder/60315-duvekot-makelaardij/,,,,,,,,/koop/verkocht/vrouwenpolder/huis-85450570-palsterstraat-4/
/makelaars/vlijmen/11122-matax-makelaardij/,0.0,9.0,,,0.0,11.0,,/koop/verkocht/vlijmen/huis-49563535-de-akker-12/
/makelaars/amstelveen/24610-damstede-makelaardij/,0.0,3.0,,,,,,/koop/verkocht/amsterdam/appartement-49082121-lijnbaansgracht-154-ii/
/makelaars/hilversum/6331-john-stuivenberg-makelaardij/,0.0,4.0,,8.0,,2.0,,/koop/verkocht/hilversum/huis-49089158-soestdijkerstraatweg-87/
/makelaars/waalre/63171-bakermans-makelaardij/,,,,,,,,/koop/verkocht/veldhoven/huis-85437881-kabouterberg-11/
/makelaars/dordrecht/15476-zoomer-makelaardij/,0.0,37.0,,12.0,,135.0,,/koop/verkocht/dordrecht/huis-40575638-haaswijkweg-west-108-108a/
/makelaars/utrecht/17429-blauwe-eik-makelaardij/,1.0,21.0,,31.0,,,165.0,/koop/verkocht/de-meern/huis-40508394-vasalisplantsoen-12/
/makelaars/maastricht/21124-boek-en-offermans-makelaars-maastricht/,1.0,24.0,,1.0,,60.0,,/koop/verkocht/maastricht/huis-40483494-reinaartsingel-101/
/makelaars/enkhuizen/12329-cmk-makelaars/,0.0,48.0,,7.0,,,213.0,/koop/verkocht/wervershoof/huis-49338611-het-eiland-bouwnr-10/
/makelaars/nijmegen/13117-hans-janssen-garantiemakelaars-qualis/,3.0,259.0,,10.0,,,522.0,/koop/verkocht/nijmegen/huis-40423010-holsteinstraat-6/
/makelaars/geleen/80141-royworks-de-makelaar/,,,,,,,,/koop/verkocht/sittard/huis-86949129-pieter-breughelstraat-46/
/makelaars/gorredijk/5268-samenverkopennl/,0.0,28.0,,,0.0,61.0,,/koop/verkocht/obdam/huis-40400446-schouw-26/
/makelaars/amsterdam/24675-amsterdamse-maatschappij/,5.0,0.0,,1.0,,,55.0,/koop/verkocht/amsterdam/appartement-40444659-kloveniersburgwal-127/
/makelaars/barneveld/23118-westeneng-en-woningmatchnl/,3.0,35.0,,8.0,,,180.0,/koop/verkocht/barneveld/huis-40586825-hofpad-8/
/makelaars/apeldoorn/1196-koningsstede-makelaardij/,0.0,33.0,,58.0,,133.0,,/koop/verkocht/apeldoorn/huis-49349576-dovenetel-148/
/makelaars/maastricht/80565-visschedijk-makelaardij/,,,,,,,,/koop/verkocht/maastricht/appartement-86914615-capucijnenstraat-91-d/
/makelaars/puttershoek/15372-makelaardij-de-jong/,0.0,46.0,,3.0,,,110.0,/koop/verkocht/puttershoek/huis-40496756-gele-lis-26/
/makelaars/oostkapelle/20120-hoogedeure-makelaars-en-taxateurs/,1.0,28.0,,2.0,,30.0,,/koop/verkocht/middelburg/huis-40572725-van-cittersstraat-32/
/makelaars/wilnis/17351-van-der-helm-makelaars/,1.0,24.0,,6.0,,,88.0,/koop/verkocht/mijdrecht/huis-40581568-alexandriet-19/
/makelaars/zaandam/24347-kuijs-reinder-kakes-makelaar-zaandam/,0.0,25.0,,13.0,,,278.0,/koop/verkocht/zaandam/huis-40508778-dageraadstraat-29/
/makelaars/bergen-nh/66137-baaij-makelaardij/,,,,,,,,/koop/verkocht/bergen-nh/huis-86954586-sint-antoniusstraat-17/
/makelaars/beekbergen/1206-driessen-woningmakelaars-qualis/,0.0,45.0,,8.0,,87.0,,/koop/verkocht/apeldoorn/huis-40467986-kruizemuntstraat-735/
/makelaars/emmeloord/63306-makelaardij-de-munt/,,,,,,,,/koop/verkocht/urk/huis-85714461-koningin-julianastraat-11/
/makelaars/rotterdam/80046-nvv-wonen/,,,,,,,,/koop/verkocht/hoofddorp/appartement-86803757-saturnusstraat-159/
/makelaars/gemert/60251-geerts-van-oijen-makelaars/,,,,,,,,/koop/verkocht/gemert/huis-86950939-overste-suijsstraat-10/
/makelaars/rotterdam/15186-kettner-makelaardij-nvm/,0.0,30.0,,35.0,,,123.0,/koop/verkocht/capelle-aan-den-ijssel/huis-40581358-pulsi-balonishof-16/
/makelaars/culemborg/18160-van-kessel-kroezen-makelaars-taxateurs/,5.0,154.0,,1.0,,,240.0,/koop/verkocht/culemborg/huis-40421866-eikeboom-8/
/makelaars/amsterdam/80406-raysemhousing/,,,,,,,,/koop/verkocht/amsterdam/appartement-86914585-schaarsbergenstraat-39/
/makelaars/zeist/17084-molenbeek-makelaars-zeist/,4.0,111.0,,20.0,,,478.0,/koop/verkocht/zeist/huis-40659093-breesteegh-25/
/makelaars/amsterdam/80194-de-gaasp-makelaars/,,,,,,,,/koop/verkocht/amsterdam/appartement-86963699-kloekhorststraat-133/
/makelaars/enschede/80221-stuivenberg-makelaardij/,,,,,,,,/koop/verkocht/enschede/huis-86840666-schipholtstraat-116/
/makelaars/almere/63293-flevo-makelaars-bv/,,,,,,,,/koop/verkocht/almere/huis-86937279-saturnussingel-317/
/makelaars/zoetermeer/63294-de-wekker-makelaardij-zoetermeer/,,,,,,,,/koop/verkocht/zoetermeer/appartement-86934666-kadoelerbos-166/
/makelaars/rotterdam/63275-de-gratis-makelaar/,,,,,,,,/koop/verkocht/spijkenisse/huis-86865431-maria-kleine-gartmanstraat-64/
/makelaars/alkmaar/63330-pinedo-makelaardij/,,,,,,,,/koop/verkocht/alkmaar/appartement-86951978-vondelstraat-13/
/makelaars/den-helder/80189-coltof-makelaardij/,,,,,,,,/koop/verkocht/callantsoog/huis-85608956-de-gloode-8/
/makelaars/heerhugowaard/60881-ev-wonen-makelaardij/,,,,,,,,/koop/verkocht/heerhugowaard/huis-85728519-omring-54/
/makelaars/amersfoort/158-wooncontent-nvm-amersfoort/,0.0,5.0,,,,,,/koop/verkocht/amersfoort/huis-40572128-gerrit-van-stellingwerfstraat-23/
/makelaars/spijkenisse/15508-den-rooijen-en-van-herk-makelaardij-bv/,0.0,35.0,,4.0,,37.0,,/koop/verkocht/spijkenisse/huis-40415990-baarsveen-133/
/makelaars/amsterdam/60895-sotheby-s-international-realty/,,,,,,,,/koop/verkocht/den-haag/huis-86848590-seinpoststraat-3/
/makelaars/aerdenhout/10097-aerdenhout-en-omstreken/,0.0,21.0,,3.0,,,14.0,/koop/verkocht/aerdenhout/appartement-40486466-generaal-winkelmanlaan-53/
/makelaars/woudenberg/181-eerenbeemt-makelaardij/,0.0,16.0,,13.0,,56.0,,/koop/verkocht/woudenberg/huis-40438909-eshoflaan-31/
/makelaars/zwolle/22248-suus-de-makelaar/,0.0,18.0,,5.0,,32.0,,/koop/verkocht/wapenveld/huis-49245430-groteweg-22/
/makelaars/roermond/21050-van-cromvoirt-makelaars/,5.0,43.0,,2.0,,,82.0,/koop/verkocht/roermond/huis-40421684-charles-ruysstraat-25/
/makelaars/sint-michielsgestel/60282-otter-makelaardij/,,,,,,,,/koop/verkocht/heerde/huis-86959977-de-wan-12/
/makelaars/helmond/14341-era-focus-makelaars-helmond/,0.0,42.0,,6.0,,51.0,,/koop/verkocht/helmond/huis-40494543-leeuwenborchweide-49/
/makelaars/waarland/80032-van-de-giesen-makelaars/,,,,,,,,/koop/verkocht/lutjewinkel/huis-86823315-weereweg-14/
/makelaars/hengelo/16204-prisma-makelaars-hengelo/,6.0,60.0,,16.0,,,149.0,/koop/verkocht/hengelo/huis-49399665-louis-van-tulderstraat-3/
/makelaars/delft/8608-makelaarskantoor-je-mouthaan/,0.0,2.0,,,0.0,,3.0,/koop/verkocht/delft/huis-49316828-houthaak-14/
/makelaars/geleen/80264-oelers-makelaardij/,,,,,,,,/koop/verkocht/geleen/huis-86836439-kummenaedestraat-11/
/makelaars/ede/18175-ditters-makelaars-ede/,64.0,117.0,,14.0,,,465.0,/koop/verkocht/ede/huis-40481613-dijkhof-24/
/makelaars/zutphen/3194-hemeltjen-makelaardij/,1.0,24.0,,18.0,,77.0,,/koop/verkocht/warnsveld/huis-40598779-kloetschup-106/
/makelaars/hardinxveld-giessendam/15488-overduin-makelaardij/,1.0,19.0,,,0.0,55.0,,/koop/verkocht/langerak/huis-40500643-slotplein-22/
/makelaars/vlissingen/20132-krijger-en-dieleman-makelaars-en-taxateurs/,0.0,27.0,,,,,,/koop/verkocht/vlissingen/appartement-40583160-singel-130/
/makelaars/ulft/2280-open-makelaars-ulft/,0.0,39.0,,4.0,,50.0,,/koop/verkocht/aalten/huis-40434829-nijverheidsweg-91/
/makelaars/delden/16109-hofstede-en-kamp-makelaars/,0.0,11.0,,6.0,,,49.0,/koop/verkocht/delden/appartement-40523201-de-eschmolen-108/
/makelaars/alkmaar/12140-broekman-makelaars/,0.0,74.0,,30.0,,,228.0,/koop/verkocht/alkmaar/huis-40400631-bouwnummer-03-bouwnr-3/
